Date,trends_interest,trends_norm
2024-04-10,43.9,-0.12200000000000003
2024-04-11,44.0,-0.12
2024-04-12,44.1,-0.11799999999999997
2024-04-13,44.2,-0.11599999999999994
2024-04-14,44.3,-0.11400000000000006
2024-04-15,44.4,-0.11200000000000003
2024-04-16,44.5,-0.11
2024-04-17,44.6,-0.10799999999999997
2024-04-18,44.7,-0.10599999999999994
2024-04-19,44.8,-0.10400000000000005
2024-04-20,44.9,-0.10200000000000004
2024-04-21,45.0,-0.1
2024-04-22,45.1,-0.09799999999999998
2024-04-23,45.2,-0.09599999999999995
2024-04-24,45.3,-0.09400000000000006
2024-04-25,45.4,-0.09200000000000003
2024-04-26,45.5,-0.09
2024-04-27,45.6,-0.08799999999999997
2024-04-28,45.7,-0.08599999999999994
2024-04-29,45.8,-0.08400000000000006
2024-04-30,45.9,-0.08200000000000003
2024-05-01,46.0,-0.08
2024-05-02,46.096774193548384,-0.07806451612903231
2024-05-03,46.193548387096776,-0.07612903225806449
2024-05-04,46.29032258064516,-0.0741935483870968
2024-05-05,46.38709677419355,-0.07225806451612897
2024-05-06,46.483870967741936,-0.07032258064516128
2024-05-07,46.58064516129032,-0.06838709677419359
2024-05-08,46.67741935483871,-0.06645161290322577
2024-05-09,46.774193548387096,-0.06451612903225808
2024-05-10,46.87096774193548,-0.06258064516129039
2024-05-11,46.96774193548387,-0.06064516129032256
2024-05-12,47.064516129032256,-0.05870967741935487
2024-05-13,47.16129032258065,-0.056774193548387045
2024-05-14,47.25806451612903,-0.054838709677419356
2024-05-15,47.354838709677416,-0.052903225806451674
