datetime,open,high,low,close,volume
2026-04-17 01:45:00+00:00,1163.5,1165.75,1163.5,1164.5,1110
2026-04-17 02:00:00+00:00,1164.25,1165.0,1163.0,1163.0,361
2026-04-17 02:15:00+00:00,1163.0,1163.0,1162.5,1162.75,122
2026-04-17 02:30:00+00:00,1162.75,1163.5,1162.5,1162.5,612
2026-04-17 02:45:00+00:00,1162.5,1163.75,1162.5,1163.0,843
2026-04-17 03:00:00+00:00,1162.75,1163.25,1162.5,1163.25,26
2026-04-17 03:15:00+00:00,1163.25,1163.5,1163.0,1163.5,22
2026-04-17 03:30:00+00:00,1163.5,1163.5,1163.25,1163.25,7
2026-04-17 03:45:00+00:00,1163.25,1163.25,1162.75,1163.0,35
2026-04-17 04:00:00+00:00,1163.0,1163.25,1163.0,1163.25,72
2026-04-17 04:15:00+00:00,1163.0,1163.25,1163.0,1163.25,64
2026-04-17 04:30:00+00:00,1163.25,1163.25,1163.0,1163.0,15
2026-04-17 04:45:00+00:00,1162.75,1162.75,1162.75,1162.75,5
2026-04-17 05:00:00+00:00,1162.5,1163.0,1162.5,1163.0,33
2026-04-17 05:15:00+00:00,1163.0,1163.0,1162.5,1162.5,11
2026-04-17 05:30:00+00:00,1162.5,1162.5,1161.25,1162.0,250
2026-04-17 05:45:00+00:00,1162.0,1162.75,1162.0,1162.75,63
2026-04-17 06:00:00+00:00,1163.0,1163.0,1162.25,1162.25,139
